date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:56:06	1797/1797	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:04%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/avater/avater-5.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/avater/avater-5.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index.html)
08:56:06	50331/50331	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:05%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/avater/avater-6.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/avater/avater-6.png	(from https://html.aqlova.com/agntix-prv/agntix/index.html)
08:56:06	4143/4143	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:05%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-01/award/award-1.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-01/award/award-1.png	(from https://html.aqlova.com/agntix-prv/agntix/index.html)
08:56:07	4200/4200	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:05%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-01/award/award-2.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-01/award/award-2.png	(from https://html.aqlova.com/agntix-prv/agntix/index.html)
08:56:07	4221/4221	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:05%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-01/award/award-3.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-01/award/award-3.png	(from https://html.aqlova.com/agntix-prv/agntix/index.html)
08:56:07	43272/43272	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:06%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-01/award/award-1.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-01/award/award-1.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index.html)
08:56:07	40504/40504	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:06%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-01/award/award-2.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-01/award/award-2.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index.html)
08:56:08	52335/52335	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:06%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-01/award/award-3.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-01/award/award-3.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index.html)
08:56:08	48408/48408	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:06%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-01/award/award-4.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-01/award/award-4.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index.html)
08:56:08	42940/42940	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:06%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-01/award/award-5.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-01/award/award-5.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index.html)
08:56:08	43400/43400	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:07%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-01/award/award-6.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-01/award/award-6.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index.html)
08:56:08	921/921	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:07%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-01/footer/footer-shape-1.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-01/footer/footer-shape-1.png	(from https://html.aqlova.com/agntix-prv/agntix/index.html)
08:56:09	456241/456241	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:08%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/hero/hero-bg-shape.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/hero/hero-bg-shape.png	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:09	10226/10226	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:08%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/hero/mike.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/hero/mike.png	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:10	78318/78318	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:08%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/hero/hero-img.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/hero/hero-img.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:10	1805/1805	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:08%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/hero/hero-text-shape.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/hero/hero-text-shape.png	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:10	7141/7141	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:08%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/hero/hi-shape.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/hero/hi-shape.png	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:10	35255/35255	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:09%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/about/about-1.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/about/about-1.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:10	21955/21955	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:09%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/about/about-2.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/about/about-2.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:11	9024/9024	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:09%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/service/service-bg.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/service/service-bg.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:11	40395/40395	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:09%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/project/project-1.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/project/project-1.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:11	46825/46825	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:10%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/project/project-2.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/project/project-2.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:11	56450/56450	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:10%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/project/project-3.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/project/project-3.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:12	14981/14981	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:10%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/team/team-1.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/team/team-1.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:12	47244/47244	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:10%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/team/team-2.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/team/team-2.png	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:12	42863/42863	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:10%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/team/team-3.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/team/team-3.png	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:12	14436/14436	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:11%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/team/team-4.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/team/team-4.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:12	2313/2313	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:11%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/brand/brand-1.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/brand/brand-1.png	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:13	2460/2460	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:11%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/brand/brand-2.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/brand/brand-2.png	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:13	1219/1219	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:11%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/brand/brand-3.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/brand/brand-3.png	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:13	1656/1656	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:11%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/brand/brand-4.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/brand/brand-4.png	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:13	2054/2054	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:12%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/brand/brand-5.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/brand/brand-5.png	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:13	4710/4710	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:12%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/brand/brand-6.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/brand/brand-6.png	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:14	216882/216882	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:12%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/testimonial/test-bg-shape.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/testimonial/test-bg-shape.png	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:14	55633/55633	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:13%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/testimonial/test-bg.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/testimonial/test-bg.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:14	1540/1540	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:13%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/avater/author-1.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/avater/author-1.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:15	1109/1109	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:13%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/testimonial/testi-logo.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/testimonial/testi-logo.png	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:15	12292/12292	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:13%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/blog/blog-1.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/blog/blog-1.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:15	12493/12493	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:14%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/blog/blog-2.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/blog/blog-2.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:15	12347/12347	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:14%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-03/blog/blog-3.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-03/blog/blog-3.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-digital-marketing-light.html)
08:56:16	108959/108959	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:14%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/1.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/1.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:16	107208/107208	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:14%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/2.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/2.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:16	47020/47020	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:15%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/3.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/3.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:16	121718/121718	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:15%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/4.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/4.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:17	115855/115855	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:15%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/5.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/5.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:17	97995/97995	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:15%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/6.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/6.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:17	110744/110744	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:15%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/7.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/7.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:17	91533/91533	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:16%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/8.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/8.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:17	87033/87033	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:16%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/9.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/9.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:18	93544/93544	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:16%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/10.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/10.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:18	84298/84298	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:16%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/11.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/11.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:18	106029/106029	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:17%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/12.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/12.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:18	82513/82513	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:17%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/13.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/13.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:19	102295/102295	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:17%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/14.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/14.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:19	162955/162955	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:17%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/15.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/15.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:19	146016/146016	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:18%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/16.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/16.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:19	130257/130257	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:18%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/17.png	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-06/hero/17.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:20	287169/287169	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:18%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-05/video-img.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-05/video-img.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:20	69705/69705	---M-Z	200	added ('OK')	text/html	etag:%2211049-685d38d5-cce90d03ca35f658;gz%22	https://html.aqlova.com/agntix-prv/agntix/portfolio-details-modern.html	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/portfolio-details-modern.html	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:20	63610/63610	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:19%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-05/project/project-1.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-05/project/project-1.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:20	54797/54797	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:19%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-05/project/project-2.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-05/project/project-2.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:21	48944/48944	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:19%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-05/project/project-3.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-05/project/project-3.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:21	17626/17626	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:19%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-05/service/service-1.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-05/service/service-1.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:21	10819/10819	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:20%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-05/service/service-2.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-05/service/service-2.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:21	11799/11799	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:20%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-05/service/service-3.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-05/service/service-3.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:22	13698/13698	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:20%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-05/service/service-4.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-05/service/service-4.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:22	8236/8236	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jul%202025%2008:56:20%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-05/work/dribble-logo.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-05/work/dribble-logo.png	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:22	64280/64280	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:20%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-05/work/dribble-1.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-05/work/dribble-1.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:22	40331/40331	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:21%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-05/work/dribble-4.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-05/work/dribble-4.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:22	36268/36268	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:21%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-05/work/dribble-2.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-05/work/dribble-2.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
08:56:23	42554/42554	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Jul%202025%2008:56:21%20GMT	https://html.aqlova.com/agntix-prv/agntix/assets/img/home-05/work/dribble-5.jpg	C:/Users/cisse/Downloads/agntix/html.aqlova.com/agntix-prv/agntix/assets/img/home-05/work/dribble-5.jpg	(from https://html.aqlova.com/agntix-prv/agntix/index-design-agency-light.html)
